ObjectID	URLs	OBJECTID	PointType	Area	SiteName	Reference	Comments	Risk	ESRIGNSS_POSITIONSOURCETYPE	ESRIGNSS_RECEIVER	ESRIGNSS_LATITUDE	ESRIGNSS_LONGITUDE	ESRIGNSS_ALTITUDE	ESRIGNSS_H_RMS	ESRIGNSS_V_RMS	ESRIGNSS_FIXDATETIME	ESRIGNSS_FIXTYPE	ESRIGNSS_CORRECTIONAGE	ESRIGNSS_STATIONID	ESRIGNSS_NUMSATS	ESRIGNSS_PDOP	ESRIGNSS_HDOP	ESRIGNSS_VDOP	ESRIGNSS_DIRECTION	ESRIGNSS_SPEED	ESRISNSR_AZIMUTH	ESRIGNSS_AVG_H_RMS	ESRIGNSS_AVG_V_RMS	ESRIGNSS_AVG_POSITIONS	ESRIGNSS_H_STDDEV	Creator	Date_created	Last_Edit_by	Last_Edited	GlobalID	Exclude_appendix	attachment_count	testing
5	https://services7.arcgis.com/3E0r5qbeigNNEBVj/arcgis/rest/services/GI_Comments/FeatureServer/0/5/attachments/4?token=3NKHt6i2urmWtqOuugvr9ac-SEfp8hQjHX7hXMT65R0AkNRmaXz90U2_DWvSmB5Q_C3xCr7y4AXeUTi0JMhkYduD06kSIoRNkCGIcNB5SGs0F5G0cK0Ukp6UUhmkjNX0-rwGeNL-n-YZi0IYT4J2tP0qECLFSVKNCRWp6bHKQ0XBz7RCsP3wQpZpbdL0EVRsdL2364wmYfLYD55hljTvdHSK4O0USNdxbjTh5CNoy-TtU2yNBzABzBWN7hq2s6UpA1wC7gB0asbwKzgu7AvSQfemv2u8Cpn7Hi9Yfpb129E.	5	Building	Ballygown South			Zinc Furnace																	250.6										1713281287451				
39	https://services7.arcgis.com/3E0r5qbeigNNEBVj/arcgis/rest/services/GI_Comments/FeatureServer/0/39/attachments/36?token=3NKHt6i2urmWtqOuugvr9ac-SEfp8hQjHX7hXMT65R0AkNRmaXz90U2_DWvSmB5Q_C3xCr7y4AXeUTi0JMhkYduD06kSIoRNkCGIcNB5SGs0F5G0cK0Ukp6UUhmkjNX0-rwGeNL-n-YZi0IYT4J2tP0qECLFSVKNCRWp6bHKQ0XBz7RCsP3wQpZpbdL0EVRsdL2364wmYfLYD55hljTvdHSK4O0USNdxbjTh5CNoy-TtU2yNBzABzBWN7hq2s6UpA1wC7gB0asbwKzgu7AvSQfemv2u8Cpn7Hi9Yfpb129E.	39	Building	Ballygown South			Roof in very poor condition- further material likely to come loose in winds																											1713281303068				
41	https://services7.arcgis.com/3E0r5qbeigNNEBVj/arcgis/rest/services/GI_Comments/FeatureServer/0/41/attachments/39?token=3NKHt6i2urmWtqOuugvr9ac-SEfp8hQjHX7hXMT65R0AkNRmaXz90U2_DWvSmB5Q_C3xCr7y4AXeUTi0JMhkYduD06kSIoRNkCGIcNB5SGs0F5G0cK0Ukp6UUhmkjNX0-rwGeNL-n-YZi0IYT4J2tP0qECLFSVKNCRWp6bHKQ0XBz7RCsP3wQpZpbdL0EVRsdL2364wmYfLYD55hljTvdHSK4O0USNdxbjTh5CNoy-TtU2yNBzABzBWN7hq2s6UpA1wC7gB0asbwKzgu7AvSQfemv2u8Cpn7Hi9Yfpb129E.	41	Shaft	Ballygown South			King's shaft		2	Samsung SM-X110	52.78939	-8.2369	203.4	2.632	2.914	1705923002006	1			21	0.839999973773956	0.529999971389771	0.620000004768372	140.33	0.21297999999816	16.7993488674558					GWPConsultants_Basic	1705923037204	GWPConsultants	1713281303767	fb3cb0ed-cb3a-42e6-bc0b-41ef096ae3f6	No	1	
43	https://services7.arcgis.com/3E0r5qbeigNNEBVj/arcgis/rest/services/GI_Comments/FeatureServer/0/43/attachments/41?token=3NKHt6i2urmWtqOuugvr9ac-SEfp8hQjHX7hXMT65R0AkNRmaXz90U2_DWvSmB5Q_C3xCr7y4AXeUTi0JMhkYduD06kSIoRNkCGIcNB5SGs0F5G0cK0Ukp6UUhmkjNX0-rwGeNL-n-YZi0IYT4J2tP0qECLFSVKNCRWp6bHKQ0XBz7RCsP3wQpZpbdL0EVRsdL2364wmYfLYD55hljTvdHSK4O0USNdxbjTh5CNoy-TtU2yNBzABzBWN7hq2s6UpA1wC7gB0asbwKzgu7AvSQfemv2u8Cpn7Hi9Yfpb129E.	43	Shaft	Ballygown South			Concrete cap to shaft - solid but edges weathering		2	Samsung SM-X110	52.7891533333333	-8.236175	196.8	3.29	3.384	1705923507800	1			16	1.00999999046326	0.610000014305115	0.720000028610229	264.99	8.48401199992671	264.500732156989					GWPConsultants_Basic	1705923576458	GWPConsultants	1713281304754	5f9f8281-1502-40b7-98a7-eaa88aca96c1	No	1	
45	https://services7.arcgis.com/3E0r5qbeigNNEBVj/arcgis/rest/services/GI_Comments/FeatureServer/0/45/attachments/43?token=3NKHt6i2urmWtqOuugvr9ac-SEfp8hQjHX7hXMT65R0AkNRmaXz90U2_DWvSmB5Q_C3xCr7y4AXeUTi0JMhkYduD06kSIoRNkCGIcNB5SGs0F5G0cK0Ukp6UUhmkjNX0-rwGeNL-n-YZi0IYT4J2tP0qECLFSVKNCRWp6bHKQ0XBz7RCsP3wQpZpbdL0EVRsdL2364wmYfLYD55hljTvdHSK4O0USNdxbjTh5CNoy-TtU2yNBzABzBWN7hq2s6UpA1wC7gB0asbwKzgu7AvSQfemv2u8Cpn7Hi9Yfpb129E.	45		Ballygown South			Stream may undercut bank/path		2	Samsung SM-X110	52.7895266666667	-8.23537166666667	190.2	2.397	2.867	1705923843000	1			27	0.790000021457672	0.490000009536743	0.610000014305115	338.84	0	216.189041968683					GWPConsultants_Basic	1705923888294	GWPConsultants	1713281305483	1253c9c2-cad7-4610-a866-b4cb205ced8d	No	1	
47	https://services7.arcgis.com/3E0r5qbeigNNEBVj/arcgis/rest/services/GI_Comments/FeatureServer/0/47/attachments/45?token=3NKHt6i2urmWtqOuugvr9ac-SEfp8hQjHX7hXMT65R0AkNRmaXz90U2_DWvSmB5Q_C3xCr7y4AXeUTi0JMhkYduD06kSIoRNkCGIcNB5SGs0F5G0cK0Ukp6UUhmkjNX0-rwGeNL-n-YZi0IYT4J2tP0qECLFSVKNCRWp6bHKQ0XBz7RCsP3wQpZpbdL0EVRsdL2364wmYfLYD55hljTvdHSK4O0USNdxbjTh5CNoy-TtU2yNBzABzBWN7hq2s6UpA1wC7gB0asbwKzgu7AvSQfemv2u8Cpn7Hi9Yfpb129E.	47		Ballygown South			Damaged warning sign		2	Samsung SM-X110	52.7902416666667	-8.23476	191.5	2.538	2.961	1705924111000	1			31	0.819999992847443	0.540000021457672	0.629999995231628	152.44	0	164.895915923687					GWPConsultants_Basic	1705924144699	GWPConsultants	1713281306112	ebd446f0-fc84-4acc-bcd3-cfa2ff26dff3	No	1	
48	https://services7.arcgis.com/3E0r5qbeigNNEBVj/arcgis/rest/services/GI_Comments/FeatureServer/0/48/attachments/46?token=3NKHt6i2urmWtqOuugvr9ac-SEfp8hQjHX7hXMT65R0AkNRmaXz90U2_DWvSmB5Q_C3xCr7y4AXeUTi0JMhkYduD06kSIoRNkCGIcNB5SGs0F5G0cK0Ukp6UUhmkjNX0-rwGeNL-n-YZi0IYT4J2tP0qECLFSVKNCRWp6bHKQ0XBz7RCsP3wQpZpbdL0EVRsdL2364wmYfLYD55hljTvdHSK4O0USNdxbjTh5CNoy-TtU2yNBzABzBWN7hq2s6UpA1wC7gB0asbwKzgu7AvSQfemv2u8Cpn7Hi9Yfpb129E.	48		Ballygown South			Stone mattresx		2	Samsung SM-X110	52.7902716666667	-8.23472333333333	191.3	2.491	2.961	1705924152000	1			31	0.819999992847443	0.529999971389771	0.629999995231628	312.52	0	94.7639706581028					GWPConsultants_Basic	1705924171972	GWPConsultants	1713281306503	df824bac-add6-449d-90fe-225e97d506f6	No	1	
51	https://services7.arcgis.com/3E0r5qbeigNNEBVj/arcgis/rest/services/GI_Comments/FeatureServer/0/51/attachments/49?token=3NKHt6i2urmWtqOuugvr9ac-SEfp8hQjHX7hXMT65R0AkNRmaXz90U2_DWvSmB5Q_C3xCr7y4AXeUTi0JMhkYduD06kSIoRNkCGIcNB5SGs0F5G0cK0Ukp6UUhmkjNX0-rwGeNL-n-YZi0IYT4J2tP0qECLFSVKNCRWp6bHKQ0XBz7RCsP3wQpZpbdL0EVRsdL2364wmYfLYD55hljTvdHSK4O0USNdxbjTh5CNoy-TtU2yNBzABzBWN7hq2s6UpA1wC7gB0asbwKzgu7AvSQfemv2u8Cpn7Hi9Yfpb129E.	51	Shaft	Ballygown South			Shaft 13		2	Samsung SM-X110	52.79319	-8.23516333333333	160.5	2.256	2.726	1705925825000	1			30	0.75	0.479999989271164	0.579999983310699	139.09	0.142603999998768	264.174795529796					GWPConsultants_Basic	1705925853080	GWPConsultants	1713281308009	0b4cc6f4-22a1-48b9-b583-293f3df395b0	No	1	
54	https://services7.arcgis.com/3E0r5qbeigNNEBVj/arcgis/rest/services/GI_Comments/FeatureServer/0/54/attachments/52?token=3NKHt6i2urmWtqOuugvr9ac-SEfp8hQjHX7hXMT65R0AkNRmaXz90U2_DWvSmB5Q_C3xCr7y4AXeUTi0JMhkYduD06kSIoRNkCGIcNB5SGs0F5G0cK0Ukp6UUhmkjNX0-rwGeNL-n-YZi0IYT4J2tP0qECLFSVKNCRWp6bHKQ0XBz7RCsP3wQpZpbdL0EVRsdL2364wmYfLYD55hljTvdHSK4O0USNdxbjTh5CNoy-TtU2yNBzABzBWN7hq2s6UpA1wC7gB0asbwKzgu7AvSQfemv2u8Cpn7Hi9Yfpb129E.	54	Shaft	Ballygown South			Shaft 11. o obvious issues		2	Samsung SM-X110	52.7924233333333	-8.23696166666667	168.9	2.444	2.867	1705926285000	1			27	0.810000002384186	0.519999980926514	0.610000014305115	78.52	0.081487999999296	321.442127304985					GWPConsultants_Basic	1705926316855	GWPConsultants	1713281309189	25a06298-7433-4a1a-b0f0-81b2ae925bd4	No	1	
56	https://services7.arcgis.com/3E0r5qbeigNNEBVj/arcgis/rest/services/GI_Comments/FeatureServer/0/56/attachments/54?token=3NKHt6i2urmWtqOuugvr9ac-SEfp8hQjHX7hXMT65R0AkNRmaXz90U2_DWvSmB5Q_C3xCr7y4AXeUTi0JMhkYduD06kSIoRNkCGIcNB5SGs0F5G0cK0Ukp6UUhmkjNX0-rwGeNL-n-YZi0IYT4J2tP0qECLFSVKNCRWp6bHKQ0XBz7RCsP3wQpZpbdL0EVRsdL2364wmYfLYD55hljTvdHSK4O0USNdxbjTh5CNoy-TtU2yNBzABzBWN7hq2s6UpA1wC7gB0asbwKzgu7AvSQfemv2u8Cpn7Hi9Yfpb129E.	56	Shaft	Shallee			Water flowing freely. Fence intact		2	Samsung SM-X110	52.7929933333333	-8.28834833333333	130.6	2.256	2.82	1705929403000	1			28	0.769999980926514	0.490000009536743	0.600000023841858	123.98	0	292.442940428862					GWPConsultants_Basic	1705929471363	GWPConsultants	1713281309983	85bdc637-d462-47b1-b9d1-9aab68bc3191	No	1	
